BioMedGraphica_Conn_ID,BioMedGraphica_ID,NCBI_Gene_ID,Ensembl_Gene_ID_Version,Gene_Start,Gene_End,Chromosome,Gene_Type,Ensembl_Gene_ID,HGNC_ID,Gene_Name,RefSeq_ID,OMIM_ID,HGNC_Symbol
BMGC_GN82589,BMG_GN226663,,ENSG00000306698.1,41465683,41474889,,lncRNA,ENSG00000306698,,,,,
BMGC_GN82590,BMG_GN226664,,ENSG00000306699.1,70264278,70267470,,lncRNA,ENSG00000306699,,,,,
BMGC_GN82591,BMG_GN226665,,ENSG00000306700.1,127680336,127686758,,lncRNA,ENSG00000306700,,,,,
BMGC_GN82592,BMG_GN226666,,ENSG00000306701.1,93910692,93938483,,lncRNA,ENSG00000306701,,,,,
BMGC_GN82593,BMG_GN226667,,ENSG00000306702.1,3118479,3119977,,lncRNA,ENSG00000306702,,,,,
BMGC_GN82594,BMG_GN226668,,ENSG00000306703.1,20738740,20739359,,lncRNA,ENSG00000306703,,,,,
BMGC_GN82595,BMG_GN226669,,ENSG00000306704.1,87784976,87942248,,lncRNA,ENSG00000306704,,,,,
BMGC_GN82596,BMG_GN226670,,ENSG00000306705.1,33214493,33215403,,lncRNA,ENSG00000306705,,,,,
BMGC_GN82597,BMG_GN226671,,ENSG00000306706.1,67797021,67820720,,lncRNA,ENSG00000306706,,,,,
BMGC_GN82598,BMG_GN226672,,ENSG00000306707.1,165628382,165630438,,lncRNA,ENSG00000306707,,,,,
BMGC_GN82599,BMG_GN226673,,ENSG00000306708.1,41493053,41495386,,lncRNA,ENSG00000306708,,,,,
BMGC_GN82600,BMG_GN226674,,ENSG00000306709.1,39027991,39040693,,lncRNA,ENSG00000306709,,,,,
BMGC_GN82601,BMG_GN226675,,ENSG00000306710.1,111972944,111973417,,lncRNA,ENSG00000306710,,,,,
BMGC_GN82602,BMG_GN226676,,ENSG00000306711.1,71183684,71186577,,lncRNA,ENSG00000306711,,,,,
BMGC_GN82603,BMG_GN226677,,ENSG00000306712.1,104906902,104922542,,lncRNA,ENSG00000306712,,,,,
BMGC_GN82604,BMG_GN226678,,ENSG00000306713.1,77009142,77013953,,lncRNA,ENSG00000306713,,,,,
BMGC_GN82605,BMG_GN226679,,ENSG00000306714.1,101261338,101267334,,lncRNA,ENSG00000306714,,,,,
BMGC_GN82606,BMG_GN226680,,ENSG00000306715.1,25264244,25348847,,lncRNA,ENSG00000306715,,,,,
BMGC_GN82607,BMG_GN226681,,ENSG00000306717.1,27489950,27490437,,lncRNA,ENSG00000306717,,,,,
BMGC_GN82608,BMG_GN226682,,ENSG00000306718.1,36274197,36318899,,lncRNA,ENSG00000306718,,,,,
BMGC_GN82609,BMG_GN226683,,ENSG00000306719.1,214432,224119,,lncRNA,ENSG00000306719,,,,,
BMGC_GN82610,BMG_GN226684,,ENSG00000306720.1,70406935,70407694,,lncRNA,ENSG00000306720,,,,,
BMGC_GN82611,BMG_GN226685,,ENSG00000306721.1,39426,124849,,lncRNA,ENSG00000306721,,,,,
BMGC_GN82612,BMG_GN226686,,ENSG00000306722.1,51119800,51120155,,lncRNA,ENSG00000306722,,,,,
BMGC_GN82613,BMG_GN226687,,ENSG00000306723.1,65652699,65654296,,lncRNA,ENSG00000306723,,,,,
BMGC_GN82614,BMG_GN226688,,ENSG00000306724.1,11301644,11304033,,lncRNA,ENSG00000306724,,,,,
BMGC_GN82615,BMG_GN226689,,ENSG00000306725.1,53827178,53836259,,lncRNA,ENSG00000306725,,,,,
BMGC_GN82616,BMG_GN226690,,ENSG00000306726.1,67802261,67824993,,lncRNA,ENSG00000306726,,,,,
BMGC_GN82617,BMG_GN226691,,ENSG00000306727.1,35820283,35835091,,lncRNA,ENSG00000306727,,,,,
BMGC_GN82618,BMG_GN226692,,ENSG00000306728.1,147756976,147758734,,lncRNA,ENSG00000306728,,,,,
BMGC_GN82619,BMG_GN226693,,ENSG00000306729.1,101235752,101236097,,lncRNA,ENSG00000306729,,,,,
BMGC_GN82620,BMG_GN226694,,ENSG00000306730.1,94880675,94888229,,lncRNA,ENSG00000306730,,,,,
BMGC_GN82621,BMG_GN226695,,ENSG00000306731.1,30327720,30378190,,lncRNA,ENSG00000306731,,,,,
BMGC_GN82622,BMG_GN226696,,ENSG00000306732.1,180608070,180611435,,lncRNA,ENSG00000306732,,,,,
BMGC_GN82623,BMG_GN226697,,ENSG00000306733.1,101174521,101193901,,lncRNA,ENSG00000306733,,,,,
BMGC_GN82624,BMG_GN226698,,ENSG00000306734.1,15146485,15172163,,lncRNA,ENSG00000306734,,,,,
BMGC_GN82625,BMG_GN226699,,ENSG00000306735.1,120809578,120819841,,lncRNA,ENSG00000306735,,,,,
BMGC_GN82626,BMG_GN226700,,ENSG00000306736.1,189596746,189627913,,lncRNA,ENSG00000306736,,,,,
BMGC_GN82627,BMG_GN226701,,ENSG00000306737.1,11536566,11540673,,lncRNA,ENSG00000306737,,,,,
BMGC_GN82628,BMG_GN226702,,ENSG00000306738.1,93914735,93915270,,lncRNA,ENSG00000306738,,,,,
BMGC_GN82629,BMG_GN226703,,ENSG00000306739.1,4608197,4628051,,lncRNA,ENSG00000306739,,,,,
BMGC_GN82630,BMG_GN226704,,ENSG00000306740.1,107856307,107870929,,lncRNA,ENSG00000306740,,,,,
BMGC_GN82631,BMG_GN226705,,ENSG00000306741.1,187962662,187977973,,lncRNA,ENSG00000306741,,,,,
BMGC_GN82632,BMG_GN226706,,ENSG00000306742.1,78971571,78976953,,lncRNA,ENSG00000306742,,,,,
BMGC_GN82633,BMG_GN226707,,ENSG00000306743.1,30363534,30381399,,lncRNA,ENSG00000306743,,,,,
BMGC_GN82634,BMG_GN226708,,ENSG00000306744.1,82837,122979,,lncRNA,ENSG00000306744,,,,,
BMGC_GN82635,BMG_GN226709,,ENSG00000306745.1,53487525,53490809,,lncRNA,ENSG00000306745,,,,,
BMGC_GN82636,BMG_GN226710,,ENSG00000306746.1,46238447,46247418,,lncRNA,ENSG00000306746,,,,,
BMGC_GN82637,BMG_GN226711,,ENSG00000306748.1,15297917,15299762,,lncRNA,ENSG00000306748,,,,,
BMGC_GN82638,BMG_GN226712,,ENSG00000306749.1,131556181,131615995,,lncRNA,ENSG00000306749,,,,,
BMGC_GN82639,BMG_GN226713,,ENSG00000306750.1,183608857,183617134,,lncRNA,ENSG00000306750,,,,,
BMGC_GN82640,BMG_GN226714,,ENSG00000306751.1,6940884,6941339,,lncRNA,ENSG00000306751,,,,,
BMGC_GN82641,BMG_GN226715,,ENSG00000306752.1,47896548,47897143,,lncRNA,ENSG00000306752,,,,,
BMGC_GN82642,BMG_GN226716,,ENSG00000306753.1,22673583,22674578,,lncRNA,ENSG00000306753,,,,,
BMGC_GN82643,BMG_GN226717,,ENSG00000306754.1,89944916,89960332,,lncRNA,ENSG00000306754,,,,,
BMGC_GN82644,BMG_GN226718,,ENSG00000306755.1,43892682,43902688,,lncRNA,ENSG00000306755,,,,,
BMGC_GN82645,BMG_GN226719,,ENSG00000306756.1,31669980,31671127,,lncRNA,ENSG00000306756,,,,,
BMGC_GN82646,BMG_GN226720,,ENSG00000306757.1,135439729,135457956,,lncRNA,ENSG00000306757,,,,,
BMGC_GN82647,BMG_GN226721,,ENSG00000306758.1,62428138,62454717,,lncRNA,ENSG00000306758,,,,,
BMGC_GN82648,BMG_GN226722,,ENSG00000306760.1,30359631,30363511,,lncRNA,ENSG00000306760,,,,,
BMGC_GN82649,BMG_GN226723,,ENSG00000306761.1,1851041,1852312,,lncRNA,ENSG00000306761,,,,,
BMGC_GN82650,BMG_GN226724,,ENSG00000306762.1,120404786,120411874,,lncRNA,ENSG00000306762,,,,,
BMGC_GN82651,BMG_GN226725,,ENSG00000306763.1,84280089,84281215,,lncRNA,ENSG00000306763,,,,,
BMGC_GN82652,BMG_GN226726,,ENSG00000306764.1,71284090,71304507,,lncRNA,ENSG00000306764,,,,,
BMGC_GN82653,BMG_GN226727,,ENSG00000306765.1,100159201,100161545,,lncRNA,ENSG00000306765,,,,,
BMGC_GN82654,BMG_GN226728,,ENSG00000306766.1,49642266,49663176,,lncRNA,ENSG00000306766,,,,,
BMGC_GN82655,BMG_GN226729,,ENSG00000306767.1,43294,56215,,lncRNA,ENSG00000306767,,,,,
BMGC_GN82656,BMG_GN226730,,ENSG00000306768.1,41641548,41663300,,lncRNA,ENSG00000306768,,,,,
BMGC_GN82657,BMG_GN226731,,ENSG00000306769.1,109648475,109654028,,lncRNA,ENSG00000306769,,,,,
BMGC_GN82658,BMG_GN226732,,ENSG00000306770.1,184812431,184836898,,lncRNA,ENSG00000306770,,,,,
BMGC_GN82659,BMG_GN226733,,ENSG00000306772.1,72289174,72289583,,lncRNA,ENSG00000306772,,,,,
BMGC_GN82660,BMG_GN226734,,ENSG00000306773.1,131586601,131587139,,lncRNA,ENSG00000306773,,,,,
BMGC_GN82661,BMG_GN226735,,ENSG00000306774.1,89647372,89649372,,lncRNA,ENSG00000306774,,,,,
BMGC_GN82662,BMG_GN226736,,ENSG00000306775.1,258696,266103,,lncRNA,ENSG00000306775,,,,,
BMGC_GN82663,BMG_GN226737,,ENSG00000306776.1,175347274,175363174,,lncRNA,ENSG00000306776,,,,,
BMGC_GN82664,BMG_GN226738,,ENSG00000306777.1,9414547,9444667,,lncRNA,ENSG00000306777,,,,,
BMGC_GN82665,BMG_GN226739,,ENSG00000306778.1,89916191,89919809,,lncRNA,ENSG00000306778,,,,,
BMGC_GN82666,BMG_GN226740,,ENSG00000306779.1,141333562,141427968,,lncRNA,ENSG00000306779,,,,,
BMGC_GN82667,BMG_GN226741,,ENSG00000306780.1,105944037,105952518,,lncRNA,ENSG00000306780,,,,,
BMGC_GN82668,BMG_GN226742,,ENSG00000306781.1,174720452,174724123,,lncRNA,ENSG00000306781,,,,,
BMGC_GN82669,BMG_GN226743,,ENSG00000306782.1,68121369,68134890,,lncRNA,ENSG00000306782,,,,,
BMGC_GN82670,BMG_GN226744,,ENSG00000306783.1,49615239,49628706,,lncRNA,ENSG00000306783,,,,,
BMGC_GN82671,BMG_GN226745,,ENSG00000306784.1,33271321,33281094,,lncRNA,ENSG00000306784,,,,,
BMGC_GN82672,BMG_GN226746,,ENSG00000306785.1,54756379,54818387,,lncRNA,ENSG00000306785,,,,,
BMGC_GN82673,BMG_GN226747,,ENSG00000306786.1,97141812,97153123,,lncRNA,ENSG00000306786,,,,,
BMGC_GN82674,BMG_GN226748,,ENSG00000306787.1,21427411,21427829,,lncRNA,ENSG00000306787,,,,,
BMGC_GN82675,BMG_GN226749,,ENSG00000306788.1,103124484,103127242,,lncRNA,ENSG00000306788,,,,,
BMGC_GN82676,BMG_GN226750,,ENSG00000306789.1,66925025,66926402,,lncRNA,ENSG00000306789,,,,,
BMGC_GN82677,BMG_GN226751,,ENSG00000306790.1,26056361,26057341,,lncRNA,ENSG00000306790,,,,,
BMGC_GN82678,BMG_GN226752,,ENSG00000306791.1,75274825,75417047,,lncRNA,ENSG00000306791,,,,,
BMGC_GN82679,BMG_GN226753,,ENSG00000306792.1,40065359,40078870,,lncRNA,ENSG00000306792,,,,,
BMGC_GN82680,BMG_GN226754,,ENSG00000306794.1,90088409,90091351,,lncRNA,ENSG00000306794,,,,,
BMGC_GN82681,BMG_GN226755,,ENSG00000306796.1,157050042,157053436,,lncRNA,ENSG00000306796,,,,,
BMGC_GN82682,BMG_GN226756,,ENSG00000306797.1,136090049,136091339,,lncRNA,ENSG00000306797,,,,,
BMGC_GN82683,BMG_GN226757,,ENSG00000306798.1,148129017,148255228,,lncRNA,ENSG00000306798,,,,,
BMGC_GN82684,BMG_GN226758,,ENSG00000306799.1,28322392,28336607,,lncRNA,ENSG00000306799,,,,,
BMGC_GN82685,BMG_GN226759,,ENSG00000306800.1,117449626,117458306,,lncRNA,ENSG00000306800,,,,,
BMGC_GN82686,BMG_GN226760,,ENSG00000306801.1,18397814,18445943,,lncRNA,ENSG00000306801,,,,,
BMGC_GN82687,BMG_GN226761,,ENSG00000306802.1,13413898,13421253,,lncRNA,ENSG00000306802,,,,,
BMGC_GN82688,BMG_GN226762,,ENSG00000306803.1,44117842,44118775,,lncRNA,ENSG00000306803,,,,,
BMGC_GN82689,BMG_GN226763,,ENSG00000306804.1,140981804,140998927,,lncRNA,ENSG00000306804,,,,,
BMGC_GN82690,BMG_GN226764,,ENSG00000306805.1,164254623,164263182,,lncRNA,ENSG00000306805,,,,,
BMGC_GN82691,BMG_GN226765,,ENSG00000306806.1,97235411,97242910,,lncRNA,ENSG00000306806,,,,,
BMGC_GN82692,BMG_GN226766,,ENSG00000306807.1,26116075,26143030,,lncRNA,ENSG00000306807,,,,,
BMGC_GN82693,BMG_GN226767,,ENSG00000306808.1,61300217,61322162,,lncRNA,ENSG00000306808,,,,,
BMGC_GN82694,BMG_GN226768,,ENSG00000306809.1,23214015,23214863,,lncRNA,ENSG00000306809,,,,,
BMGC_GN82695,BMG_GN226769,,ENSG00000306810.1,175575481,175577859,,lncRNA,ENSG00000306810,,,,,
BMGC_GN82696,BMG_GN226770,,ENSG00000306811.1,75292000,75347409,,lncRNA,ENSG00000306811,,,,,
BMGC_GN82697,BMG_GN226771,,ENSG00000306812.1,56688029,56712965,,lncRNA,ENSG00000306812,,,,,
BMGC_GN82698,BMG_GN226772,,ENSG00000306813.1,7115170,7118044,,lncRNA,ENSG00000306813,,,,,
BMGC_GN82699,BMG_GN226773,,ENSG00000306814.1,16084172,16090878,,lncRNA,ENSG00000306814,,,,,
BMGC_GN82700,BMG_GN226774,,ENSG00000306815.1,26223129,26234422,,lncRNA,ENSG00000306815,,,,,
BMGC_GN82701,BMG_GN226775,,ENSG00000306816.1,160909013,160911589,,lncRNA,ENSG00000306816,,,,,
BMGC_GN82702,BMG_GN226776,,ENSG00000306817.1,89862995,89863981,,lncRNA,ENSG00000306817,,,,,
BMGC_GN82703,BMG_GN226777,,ENSG00000306818.1,2409605,2429690,,lncRNA,ENSG00000306818,,,,,
BMGC_GN82704,BMG_GN226778,,ENSG00000306819.1,80165167,80236113,,lncRNA,ENSG00000306819,,,,,
BMGC_GN82705,BMG_GN226779,,ENSG00000306820.1,76358302,76404456,,lncRNA,ENSG00000306820,,,,,
BMGC_GN82706,BMG_GN226780,,ENSG00000306821.1,87939834,87944227,,lncRNA,ENSG00000306821,,,,,
BMGC_GN82707,BMG_GN226781,,ENSG00000306822.1,148086934,148129476,,lncRNA,ENSG00000306822,,,,,
BMGC_GN82708,BMG_GN226782,,ENSG00000306823.1,68927266,68942719,,lncRNA,ENSG00000306823,,,,,
BMGC_GN82709,BMG_GN226783,,ENSG00000306824.1,76054833,76056608,,lncRNA,ENSG00000306824,,,,,
BMGC_GN82710,BMG_GN226784,,ENSG00000306825.1,141313886,141328325,,lncRNA,ENSG00000306825,,,,,
BMGC_GN82711,BMG_GN226785,,ENSG00000306826.1,97211696,97212706,,lncRNA,ENSG00000306826,,,,,
BMGC_GN82712,BMG_GN226786,,ENSG00000306827.1,38498208,38503485,,lncRNA,ENSG00000306827,,,,,
BMGC_GN82713,BMG_GN226787,,ENSG00000306828.1,164028909,164080757,,lncRNA,ENSG00000306828,,,,,
BMGC_GN82714,BMG_GN226788,,ENSG00000306829.1,28512615,28514149,,lncRNA,ENSG00000306829,,,,,
BMGC_GN82715,BMG_GN226789,,ENSG00000306830.1,138407868,138458179,,lncRNA,ENSG00000306830,,,,,
BMGC_GN82716,BMG_GN226790,,ENSG00000306831.1,75239227,75279807,,lncRNA,ENSG00000306831,,,,,
BMGC_GN82717,BMG_GN226791,,ENSG00000306832.1,47104573,47108730,,lncRNA,ENSG00000306832,,,,,
BMGC_GN82718,BMG_GN226792,,ENSG00000306833.1,77558170,77618698,,lncRNA,ENSG00000306833,,,,,
BMGC_GN82719,BMG_GN226793,,ENSG00000306834.1,72663753,72768533,,lncRNA,ENSG00000306834,,,,,
BMGC_GN82720,BMG_GN226794,,ENSG00000306835.1,14783486,14793205,,lncRNA,ENSG00000306835,,,,,
BMGC_GN82721,BMG_GN226795,,ENSG00000306836.1,81937642,82115475,,lncRNA,ENSG00000306836,,,,,
BMGC_GN82722,BMG_GN226796,,ENSG00000306837.1,122401926,122411618,,lncRNA,ENSG00000306837,,,,,
BMGC_GN82723,BMG_GN226797,,ENSG00000306839.1,80339706,80364078,,lncRNA,ENSG00000306839,,,,,
BMGC_GN82724,BMG_GN226798,,ENSG00000306840.1,89862272,89863212,,lncRNA,ENSG00000306840,,,,,
BMGC_GN82725,BMG_GN226799,,ENSG00000306841.1,106582515,106778222,,lncRNA,ENSG00000306841,,,,,
BMGC_GN82726,BMG_GN226800,,ENSG00000306842.1,68854456,68860785,,lncRNA,ENSG00000306842,,,,,
BMGC_GN82727,BMG_GN226801,,ENSG00000306843.1,123765228,123777658,,lncRNA,ENSG00000306843,,,,,
BMGC_GN82728,BMG_GN226802,,ENSG00000306844.1,9466645,9467370,,lncRNA,ENSG00000306844,,,,,
BMGC_GN82729,BMG_GN226803,,ENSG00000306845.1,103030071,103033969,,lncRNA,ENSG00000306845,,,,,
BMGC_GN82730,BMG_GN226804,,ENSG00000306846.1,13492960,13503731,,lncRNA,ENSG00000306846,,,,,
BMGC_GN82731,BMG_GN226805,,ENSG00000306847.1,166172388,166252505,,lncRNA,ENSG00000306847,,,,,
BMGC_GN82732,BMG_GN226806,,ENSG00000306848.1,86839158,86905761,,lncRNA,ENSG00000306848,,,,,
BMGC_GN82733,BMG_GN226807,,ENSG00000306849.1,4100749,4144320,,lncRNA,ENSG00000306849,,,,,
BMGC_GN82734,BMG_GN226808,,ENSG00000306850.1,2636369,2637233,,lncRNA,ENSG00000306850,,,,,
BMGC_GN82735,BMG_GN226809,,ENSG00000306851.1,61584437,61588378,,lncRNA,ENSG00000306851,,,,,
BMGC_GN82736,BMG_GN226810,,ENSG00000306852.1,13302180,13302968,,lncRNA,ENSG00000306852,,,,,
BMGC_GN82737,BMG_GN226811,,ENSG00000306853.1,61262844,61263610,,lncRNA,ENSG00000306853,,,,,
BMGC_GN82738,BMG_GN226812,,ENSG00000306854.1,72766638,72779239,,lncRNA,ENSG00000306854,,,,,
BMGC_GN82739,BMG_GN226813,,ENSG00000306855.1,10278553,10279733,,lncRNA,ENSG00000306855,,,,,
BMGC_GN82740,BMG_GN226814,,ENSG00000306856.1,60805455,60810202,,lncRNA,ENSG00000306856,,,,,
BMGC_GN82741,BMG_GN226815,,ENSG00000306857.1,14784979,14785258,,lncRNA,ENSG00000306857,,,,,
BMGC_GN82742,BMG_GN226816,,ENSG00000306858.1,112793962,112795105,,lncRNA,ENSG00000306858,,,,,
BMGC_GN82743,BMG_GN226817,,ENSG00000306859.1,29051148,29060536,,lncRNA,ENSG00000306859,,,,,
BMGC_GN82744,BMG_GN226818,,ENSG00000306860.1,80275954,80278061,,lncRNA,ENSG00000306860,,,,,
BMGC_GN82745,BMG_GN226819,,ENSG00000306861.1,55426245,55428723,,lncRNA,ENSG00000306861,,,,,
BMGC_GN82746,BMG_GN226820,,ENSG00000306862.1,12784812,12785278,,lncRNA,ENSG00000306862,,,,,
BMGC_GN82747,BMG_GN226821,,ENSG00000306863.1,239175623,239186724,,lncRNA,ENSG00000306863,,,,,
BMGC_GN82748,BMG_GN226822,,ENSG00000306864.1,115785670,115789532,,lncRNA,ENSG00000306864,,,,,
BMGC_GN82749,BMG_GN226823,,ENSG00000306865.1,68854937,68855957,,lncRNA,ENSG00000306865,,,,,
BMGC_GN82750,BMG_GN226824,,ENSG00000306867.1,39037723,39039132,,lncRNA,ENSG00000306867,,,,,
BMGC_GN82751,BMG_GN226825,,ENSG00000306868.1,97014672,97015251,,lncRNA,ENSG00000306868,,,,,
BMGC_GN82752,BMG_GN226826,,ENSG00000306869.1,166204935,166228295,,lncRNA,ENSG00000306869,,,,,
BMGC_GN82753,BMG_GN226827,,ENSG00000306870.1,9172809,9176120,,lncRNA,ENSG00000306870,,,,,
BMGC_GN82754,BMG_GN226828,,ENSG00000306871.1,121180478,121202279,,lncRNA,ENSG00000306871,,,,,
BMGC_GN82755,BMG_GN226829,,ENSG00000306872.1,4096149,4103310,,lncRNA,ENSG00000306872,,,,,
BMGC_GN82756,BMG_GN226830,,ENSG00000306873.1,180223373,180226316,,lncRNA,ENSG00000306873,,,,,
BMGC_GN82757,BMG_GN226831,,ENSG00000306874.1,2636170,2636762,,lncRNA,ENSG00000306874,,,,,
BMGC_GN82758,BMG_GN226832,,ENSG00000306875.1,59406886,59410612,,lncRNA,ENSG00000306875,,,,,
BMGC_GN82759,BMG_GN226833,,ENSG00000306876.1,128275632,128280123,,lncRNA,ENSG00000306876,,,,,
BMGC_GN82760,BMG_GN226834,,ENSG00000306878.1,80341478,80342403,,lncRNA,ENSG00000306878,,,,,
BMGC_GN82761,BMG_GN226835,,ENSG00000306879.1,29049652,29052769,,lncRNA,ENSG00000306879,,,,,
BMGC_GN82762,BMG_GN226836,,ENSG00000306880.1,19106908,19108807,,lncRNA,ENSG00000306880,,,,,
BMGC_GN82763,BMG_GN226837,,ENSG00000306881.1,33121757,33136346,,lncRNA,ENSG00000306881,,,,,
BMGC_GN82764,BMG_GN226838,,ENSG00000306882.1,29735772,29736924,,lncRNA,ENSG00000306882,,,,,
BMGC_GN82765,BMG_GN226839,,ENSG00000306883.1,7557505,7558106,,lncRNA,ENSG00000306883,,,,,
BMGC_GN82766,BMG_GN226840,,ENSG00000306884.1,64265684,64269354,,lncRNA,ENSG00000306884,,,,,
BMGC_GN82767,BMG_GN226841,,ENSG00000306885.1,21054218,21098846,,lncRNA,ENSG00000306885,,,,,
BMGC_GN82768,BMG_GN226842,,ENSG00000306886.1,63773280,63773901,,lncRNA,ENSG00000306886,,,,,
BMGC_GN82769,BMG_GN226843,,ENSG00000306887.1,39661118,39661838,,lncRNA,ENSG00000306887,,,,,
BMGC_GN82770,BMG_GN226844,,ENSG00000306888.1,9198636,9274126,,lncRNA,ENSG00000306888,,,,,
BMGC_GN82771,BMG_GN226845,,ENSG00000306889.1,81831115,81836782,,lncRNA,ENSG00000306889,,,,,
BMGC_GN82772,BMG_GN226846,,ENSG00000306890.1,2489089,2490850,,lncRNA,ENSG00000306890,,,,,
BMGC_GN82773,BMG_GN226847,,ENSG00000306891.1,56671457,56726105,,lncRNA,ENSG00000306891,,,,,
BMGC_GN82774,BMG_GN226848,,ENSG00000306892.1,80725755,80727619,,lncRNA,ENSG00000306892,,,,,
BMGC_GN82775,BMG_GN226849,,ENSG00000306893.1,151249453,151251311,,lncRNA,ENSG00000306893,,,,,
BMGC_GN82776,BMG_GN226850,,ENSG00000306894.1,25831226,25850098,,lncRNA,ENSG00000306894,,,,,
BMGC_GN82777,BMG_GN226851,,ENSG00000306895.1,33206949,33207854,,lncRNA,ENSG00000306895,,,,,
BMGC_GN82778,BMG_GN226852,,ENSG00000306896.1,170041573,170046262,,lncRNA,ENSG00000306896,,,,,
BMGC_GN82779,BMG_GN226853,,ENSG00000306897.1,68972264,68982247,,lncRNA,ENSG00000306897,,,,,
BMGC_GN82780,BMG_GN226854,,ENSG00000306898.1,119141694,119142796,,lncRNA,ENSG00000306898,,,,,
BMGC_GN82781,BMG_GN226855,,ENSG00000306899.1,39524642,39533839,,lncRNA,ENSG00000306899,,,,,
BMGC_GN82782,BMG_GN226856,,ENSG00000306900.1,33120500,33123465,,lncRNA,ENSG00000306900,,,,,
BMGC_GN82783,BMG_GN226857,,ENSG00000306901.1,1378,3207,,lncRNA,ENSG00000306901,,,,,
BMGC_GN82784,BMG_GN226858,,ENSG00000306902.1,149637837,149641398,,lncRNA,ENSG00000306902,,,,,
BMGC_GN82785,BMG_GN226859,,ENSG00000306903.1,9273400,9274915,,lncRNA,ENSG00000306903,,,,,
BMGC_GN82786,BMG_GN226860,,ENSG00000306904.1,56933654,56934724,,lncRNA,ENSG00000306904,,,,,
BMGC_GN82787,BMG_GN226861,,ENSG00000306905.1,91050716,91053607,,lncRNA,ENSG00000306905,,,,,
BMGC_GN82788,BMG_GN226862,,ENSG00000306906.1,56725730,56725951,,lncRNA,ENSG00000306906,,,,,
BMGC_GN82789,BMG_GN226863,,ENSG00000306907.1,53591642,53592638,,lncRNA,ENSG00000306907,,,,,
BMGC_GN82790,BMG_GN226864,,ENSG00000306908.1,21119037,21169772,,lncRNA,ENSG00000306908,,,,,
BMGC_GN82791,BMG_GN226865,,ENSG00000306909.1,66622780,66623300,,lncRNA,ENSG00000306909,,,,,
BMGC_GN82792,BMG_GN226866,,ENSG00000306910.1,79762825,79766868,,lncRNA,ENSG00000306910,,,,,
BMGC_GN82793,BMG_GN226867,,ENSG00000306912.1,10816425,10817950,,lncRNA,ENSG00000306912,,,,,
BMGC_GN82794,BMG_GN226868,,ENSG00000306913.1,22653608,22717997,,lncRNA,ENSG00000306913,HGNC:56130,,,,LINC03005
BMGC_GN82795,BMG_GN226869,,ENSG00000306914.1,58614048,58620321,,lncRNA,ENSG00000306914,,,,,
BMGC_GN82796,BMG_GN226870,,ENSG00000306915.1,179166512,179170222,,lncRNA,ENSG00000306915,,,,,
BMGC_GN82797,BMG_GN226871,,ENSG00000306916.1,138909334,138925830,,lncRNA,ENSG00000306916,,,,,
BMGC_GN82798,BMG_GN226872,,ENSG00000306917.1,68612942,68627861,,lncRNA,ENSG00000306917,,,,,
BMGC_GN82799,BMG_GN226873,,ENSG00000306918.1,22693947,22772143,,lncRNA,ENSG00000306918,,,,,
BMGC_GN82800,BMG_GN226874,,ENSG00000306919.1,56983413,56986608,,lncRNA,ENSG00000306919,,,,,
BMGC_GN82801,BMG_GN226875,,ENSG00000306920.1,32998008,32998195,,lncRNA,ENSG00000306920,,,,,
BMGC_GN82802,BMG_GN226876,,ENSG00000306921.1,111104985,111106004,,lncRNA,ENSG00000306921,,,,,
BMGC_GN82803,BMG_GN226877,,ENSG00000306922.1,124075911,124081514,,lncRNA,ENSG00000306922,,,,,
BMGC_GN82804,BMG_GN226878,,ENSG00000306923.1,37603193,37632305,,lncRNA,ENSG00000306923,,,,,
BMGC_GN82805,BMG_GN226879,,ENSG00000306924.1,91201738,91202800,,lncRNA,ENSG00000306924,,,,,
BMGC_GN82806,BMG_GN226880,,ENSG00000306925.1,64578586,64579626,,lncRNA,ENSG00000306925,,,,,
BMGC_GN82807,BMG_GN226881,,ENSG00000306926.1,69854904,69943216,,lncRNA,ENSG00000306926,,,,,
BMGC_GN82808,BMG_GN226882,,ENSG00000306927.1,52221475,52224596,,lncRNA,ENSG00000306927,,,,,
BMGC_GN82809,BMG_GN226883,,ENSG00000306928.1,51841285,51842909,,lncRNA,ENSG00000306928,,,,,
BMGC_GN82810,BMG_GN226884,,ENSG00000306929.1,92011275,92028995,,lncRNA,ENSG00000306929,,,,,
BMGC_GN82811,BMG_GN226885,,ENSG00000306930.1,81398716,81398986,,lncRNA,ENSG00000306930,,,,,
BMGC_GN82812,BMG_GN226886,,ENSG00000306931.1,137729062,137730180,,lncRNA,ENSG00000306931,,,,,
BMGC_GN82813,BMG_GN226887,,ENSG00000306932.1,115472877,115509419,,lncRNA,ENSG00000306932,,,,,
BMGC_GN82814,BMG_GN226888,,ENSG00000306933.1,22146424,22160735,,lncRNA,ENSG00000306933,,,,,
BMGC_GN82815,BMG_GN226889,,ENSG00000306934.1,76697553,76703343,,lncRNA,ENSG00000306934,,,,,
BMGC_GN82816,BMG_GN226890,,ENSG00000306935.1,10893548,10897055,,lncRNA,ENSG00000306935,,,,,
BMGC_GN82817,BMG_GN226891,,ENSG00000306936.1,7484450,7484699,,lncRNA,ENSG00000306936,,,,,
BMGC_GN82818,BMG_GN226892,,ENSG00000306937.1,35396,36547,,lncRNA,ENSG00000306937,,,,,
BMGC_GN82819,BMG_GN226893,,ENSG00000306938.1,145900,156852,,lncRNA,ENSG00000306938,,,,,
